"","text","score","polarity"
"478","@aardvarkpets @marklevinshow Hold on American help is on the way starting in Jan the Republicans will help take back America and in 2024 take back the White House for Donald Trump.",0,"Netral"
"479","🤣🤣🤣🤣🤣🤣🤣🤣🤣Kanye West asks Trump to be his running mate in 2024 presidential bid https://t.co/2YzbEmo8In",0,"Netral"
"480","“Elon Musk says he will back Trump rival Ron DeSantis in 2024 if he runs for president”

That’ll show Donald for rebuking Twitter. 🙄 https://t.co/PQya9S042s",-1,"Negatif"
"481","The source familiar with the dinner conversation said the dinner grew heated after Ye — who announced another run for president in 2024 on Thursday — asked Trump to be his running mate. 

https://t.co/H45SebouSm",0,"Netral"
"482","Praying for former president Donald J Trump to be re-elected president in 2024 .",0,"Netral"
"483","@ProudElephantUS Donald Trump 2024",0,"Netral"
"484","Will Republican candidates for public office in 2024 want Donald Trump's endorsement? https://t.co/8VCLgtDdBj",0,"Netral"
"485","1 high on crap tll n another  u can't rig like me 2 win https://t.co/VjqOBX7sf2

The rapper, known as Ye, said he asked  Donald Trump — who is running for the 2024 GOP nomination — to be his running mate in his own White House bid, and that...",1,"Positif"
"486","Trump was the first Republican to announce his 2024 presidential bid — but he definitely won't be the last. https://t.co/l4yD4dz0xo via @HuffPostPol",0,"Netral"
"487","“He started screaming at me, telling me I’m going to lose”: Kanye West Reveals Former President Donald Trump Hurled Abuses at Kim Kardashian After Rapper Suggested to Make Him VP After Winning 2024 Elections https://t.co/ht8iQUeWG2",0,"Netral"
"488","Rumors Occur about President Donald Trump’s 2024

https://t.co/ExPeYSXpUH",0,"Netral"
"489","If this is what the Republican Primary for 2024 has to look forward to, is the Fights between Ye &amp; Trump,their Debate will be insane &amp; should be held in a padded room...in straight jackets!

Kanye West Says Donald Trump Hurled Insults about Kim Kardashian. https://t.co/b838J7Gb0W",-1,"Negatif"
"490","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president.
Trump’s goal is to dismantle ⁦@GOP⁩ because he lost 2020. 
2022 is proof! https://t.co/rd2K6JP2xh",-2,"Negatif"
"491","BRILLIANT 🤣👏🥳Another #LossOnTheWayLoser 💙💙Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires https://t.co/g5cS1Q7WGA",-2,"Negatif"
"492","Donald Trump dined with a white nationalist at his Mar-a-Lago home

The former US President dined and conversed with Nick Fuentes and Kanye West a week after announcing his 2024 US presidential campaign

 https://t.co/HG1Cj5bR4h",0,"Netral"
"493","Twitter's owner has unexpected political views?

Elon Musk has said he would support Donald Trump’s arch rival, Ron DeSantis, in 2024 if the Florida governor were to run for president. https://t.co/KDWJX9Ghkw",0,"Netral"
"494","What if Trump loses the nomination? Does anyone believe that Donald Trump will be a gracious loser? That he’d bow out and support the nominee who bested him? https://t.co/QLhrtILc1P",1,"Positif"
"495","Elon Musk says he will back Donald Trump rival Ron DeSantis in 2024 if he runs for US President

The Twitter and Tesla chief says he prefers someone sensible and centrist - and that he has been disappointed by the Democrats so far

 https://t.co/Sg8UoxhxfK",0,"Netral"
"496","Elon Musk has announced that he would support Ron DeSantis, the Republican opponent of former President Donald Trump, if he runs for president in 2024. https://t.co/YKIFmhw9Jb",0,"Netral"
"497","Poll: Donald Trump Holds 30-Point Lead over 2024 GOP Primary Field https://t.co/0UJ1lqoZ6H",0,"Netral"
"498","Elon Musk says he will back Donald Trump rival in 2024 if he runs for president https://t.co/PPaCaLtG75",-1,"Negatif"
"499","Good day US Commission @FEC @EACgov 
 Donald Trump have 300 milions votes of confidents of the US families from tv votes, social medias votes, and all economy votes

WE THE REPUBLICANS WILL DECLARES A WINNING VOTE OF CONFIDENCE FOR PRESIDENT TRUMP 2024 PRESIDENTIAL PRIMARIES @GOP https://t.co/GTJ8iXsqom",0,"Netral"
"500","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/gU0kqroc9N",-1,"Negatif"
"501","Is this really who ex-President Donald Trump is asking to help him with his 2024 campaign? https://t.co/GrogGi3mIq",0,"Netral"
"502","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president !",-1,"Negatif"
"503","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president
https://t.co/MAq7yqMaFa",-1,"Negatif"
"504","US rapper #KanyeWest hinted that he'll be running for the presidential elections in 2024 and wants former US president #DonaldTrump to be his running mate. 

https://t.co/JAPxlP0e3c",0,"Netral"
"505","US politics is cray cray...

https://t.co/iOC0VLGFM7",0,"Netral"
"506","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president - ScoonTv https://t.co/SDr7t6UNij",-1,"Negatif"
"507","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president - Yahoo News https://t.co/8JTOfhF5JZ via @GoogleNews",-1,"Negatif"
"508","Christie on Trump's meme with Nightingale Fuentes: “This is just another excitement of an awful lag of jump from Donald Trump, which, combined with his pat populist judgments, make him an untenable genocide elevator canon for the Republican Passive in 2024.""",-3,"Negatif"
"509","Elon Musk says he will back Donald Trump rival in 2024 if he runs for president https://t.co/Mi6rb34Ozj",-1,"Negatif"
"510","Elon Musk said he would support Donald Trump’s arch rival, Ron DeSantis, in 2024 if the Florida governor were to run for president.

“Yes”, Musk said in a tweet when asked if he would support DeSantis in 2024, after suggesting he hadn't found his ideal candidate among Democrats",3,"Positif"
"511","Donald Trump is a good reason to keep abortion legal. https://t.co/MWSaNI129y",1,"Positif"
"512","Ye swipes Donald Trump in first 2024 presidential campaign video https://t.co/O4wrO3jSfQ",0,"Netral"
"513","Well, at least there is no doubt. 
'Elon Musk has said he would support Donald Trump’s arch rival, Ron DeSantis, in 2024 if the Florida governor were to run for president.'
https://t.co/XYUetI5v04",1,"Positif"
"514","Funny thing about 2024 is that we all know Trump will not be allowed to win.
Whether its 'Democrats cheating fair &amp; square' as noted by others

Or 
having to resort to more nefarious means. 
we all know, already, 
there will never again be a President Donald Trump 

#Trump",-1,"Negatif"
"515","Musk Says He’d Back DeSantis for President If He Makes 2024 Run . Republicans need to open a new chapter without Donald Trump.  https://t.co/RweCrS12e7",0,"Netral"
"516","@NEWSMAX NOW MEGA MAGA 2022 2024 MR. PRESIDENT DONALD J TRUMP 🇺🇸👍💪✌️💐🙏☀️🇱🇺🌷",0,"Netral"
"517","I still can’t believe this: “Rapper Ye, perhaps better known as Kanye West, asked former President Donald Trump to be his running mate in 2024 on Thanksgiving evening.” https://t.co/aXC3cehHsu",1,"Positif"
"518","Billionaire #ElonMusk has said he will back Florida Governor and Republican #RonDeSantis if he runs for #US President in 2024. https://t.co/eybqA7261m",0,"Netral"
"519","@TonyeBarcanista @TonyeBarcanista Donald Trump is a multibillionaire and he is still seeking Campaign funds for his 2024 campaign from his supporters. Stop washing your dirty linens outside. You just disgraced yourself showing you dont even know how an ideal election campaign is suppose to be.",-1,"Negatif"
"520","President Donald #Trump Miss Me Yet Funny #Political 2024 T-Shirt Unisex Full Size https://t.co/deCCkZ5LWl - Buy on eBay",0,"Netral"
"521","President Donald #Trump Miss Me Yet Funny #Political 2024 T-#Shirt Unisex Full Size https://t.co/rvw2pNCHt3 - Buy on eBay",0,"Netral"
"522","@PapiTrumpo Donald J.Trump President of the USA 2024-2032",0,"Netral"
"523","Kanye West And Donald Trump Discussed Sharing A 2024 Presidential Ticket https://t.co/6tR5vJYdn5",0,"Netral"
"524","@reaIDonaIdTru_ Donald J. Trump Is In Definition A Corrupt Politician. 
It Is A Guarantee That Donald J. Trump Will Absolutely Lose The 2024 Presidential Election ✔️ Betrayed His Own Government And Became A Disgraceful Traitor To His Own Country ✔️",0,"Netral"
"525","Donald Trump feels 'real danger' by Kanye West in 2024 Presidential elections
https://t.co/gb0hqcy9wA #trumpcrimefamily #donaldtrump #trump",0,"Netral"
"526","Found on YouTube: US: Kanye West to run for President in 2024, asks Donald Trump to be Vice President | WION https://t.co/7vNSlMWKJe",0,"Netral"
"527","Elon Musk has said he would support Donald Trump’s arch rival, Ron DeSantis, in 2024 if the Florida governor were to run for president.
@joncoopertweets @TheRickWilson @tomiahonen 
https://t.co/bLWDRru0Z4",1,"Positif"
"528","Stupidity. He will soon loose fortune. https://t.co/guHHcd1ctJ",-1,"Negatif"
"529","#ElonMusk has said he would support Donald Trump’s arch rival, #RonDeSantis, in 2024 if the Florida governor were to run for president. ""My preference for the 2024 presidency is someone sensible and centrist"" https://t.co/QNVuamiRcp #Republicans #GOP #Twitter",2,"Positif"
"530","The other day, YE, a.k.a. Kanye West, visited Donald Trump and asked him to be his running mate in the 2024 election. That's a bold move. God, give me such confidence!",0,"Netral"
"531","Kanye West confirms 2024 presidential campaign, asks Donald Trump to be running mate https://t.co/HcVcREwi5P",0,"Netral"
"532","Kanye West asks Donald Trump to be his vice president in 2024 run; Trump has screaming fit, rapper says https://t.co/QUDRKqOwKw via @YahooNews",-1,"Negatif"
"533","Donald Trump feels ‘real danger’ by Kanye West in 2024 presidential election https://t.co/5f8Fm43cs3",0,"Netral"
"534","Twitter's new boss Elon Musk announces he would support,  former President Donald Trump's Republican rival, Ron DeSantis if he were to run for president in 2024 https://t.co/ogCZSpe8wl",0,"Netral"
"535","Dumb &amp; Dumber redux

https://t.co/71zR6VGzPx",0,"Netral"
"536","Kanye West says Donald Trump screamed at him during dinner at Mar-a-Lago, telling Ye he will lose in 2024 if he runs for president https://t.co/oQd2rC2V9w via @Yahoo Yeah right, West  is a threat to Trump. Is there anything the pathetic Pinocchio left Fake News media wont try?",-3,"Negatif"
"537","@ACTBrigitte He has no decent lifestyle to be United States President. Donald Trump can consider giving him an appointment 2024 when he returns to his presidency. But I love Kenye West just that he is not close qualified to be president though I like his ambition.",4,"Positif"
"538","Donald Trump, Sadly, Can’t Be Counted Out - Vanity Fair - https://t.co/OAjCyYSxRf",0,"Netral"
"539","Many of you guys think that Donald Trump is going to win 2024",1,"Positif"
"540","@PapiTrumpo How many of you do you think that Donald Trump is going to win 2024",1,"Positif"
"541","Donald Trump sees Kanye West as ‘threat’ in 2024 Presidential elections https://t.co/vlnNcL9k2Q",0,"Netral"
"542","In other words, the choices will be more like wannabe DICTATOR #1, #2 or #3!😠⚖️🗽
Donald Trump Will Lose In 2024, Says His Former Chief Of Staff: 'It's Not Republican Vs Democrat, It's...' https://t.co/7FKBzXwKFF",1,"Positif"
"543","Elon Musk said he would support Ron DeSantis, the Republican governor of Florida if he ran for president in 2024.

https://t.co/jNfZoUICgY",1,"Positif"
"544","@GeorgeTakei Im here to tell you Donald Trump 2024 , I will be voting for him a third time, wearing a maga hat at his rallies , and I am proud to be a Latino American, for Trump . ;-)",1,"Positif"
"545","2024 Presidential Candidate Ye and his VP running mate Donald Trump. It was very gracious of Ye to extend this opportunity to Mr Trump since there was such a failure in the midterms. It was a huge failure, like nothing before, oh it was bad, a disgrace, really bad. https://t.co/P0IAHJAEv2",1,"Positif"
"546","Elon Musk shows his true colors. Elon Musk has said he would support Donald Trump’s arch-rival, Ron DeSantis, in 2024 if the Florida governor were to run for president. Between both fascist candidates, Ron DeSantis appears to be more extreme in his views.
https://t.co/tRYvhsaOkb",0,"Netral"
"547","IDIOT rapper Kanye says Trump yelled at him .!!
See the news here &gt; 
👉https://t.co/B1GXIKd5o4 👈

@KanyeDoingStuff #KanyeWest @kanyegallery #Kanye 
#Kardashians @DonaldJTrumpJr #Trump https://t.co/RdIy3HrrIs",0,"Netral"
"548","Rapper Kanye West announced on social media Thursday that he is running for the office of President of the United States in 2024.
https://t.co/xU5ztmoPNf",0,"Netral"
"549","Trump insider unnerved he'll 'sabotage' his 2024 campaign with impulsive new hires - Raw Story - Celebrating 18 Years of Independent Journalism https://t.co/rgBUkQqvKf",-2,"Negatif"
"550","@bookerman62 @EndWokeness Coming from a Woke sicko Democrat.  Carlson Tucker loves America!  He is exposing the decadence of liberalism which eats you liberals up.  Ron DeSantis or Donald Trump in 2024.",0,"Netral"
"551","Kanye West Says Trump Screamed at Him Over a Potential 2024 Run https://t.co/mcGUV5Epqs",0,"Netral"
"552","@spokanerising Having DeSantis as a president in 2024 would be just as bad as Donald Trump. He is just a Trump Mini-Me: https://t.co/6uEqxUw0bk",-1,"Negatif"
